ID,Name,Lat,Lon,Archive,Proxy,minYear,maxYear,Resolution,Include in composite,First Author,Publication Year,DOI
NAm_2488,NAm-co553,39.3,-105,tree,MXD,1530,1983,  1,yes,Harlan.,,[]
NAm_2500,NAm-co554,38.7,-107.6,tree,TRW,1565,1982,  1,yes,Briffa,,[]
NAm_2512,NAm-co554,38.7,-107.6,tree,MXD,1565,1982,  1,yes,Briffa,,[]
NAm_2560,NAm-co586,39.9,-105.9,tree,TRW,1224,1992,  1,yes,Brown,,[]
NAm_2572,NAm-co586,39.9,-105.9,tree,MXD,1296,1993,  1,yes,Brown,,[]
NAm_2596,NAm-co633,40.6,-105.8,tree,TRW,1552,2003,  1,yes,Bigler,,[]
NAm_2608,NAm-gzr,62,-128.3,tree,TRW,1703,2001,  1,yes,,,[]
NAm_2632,NAm-id008,43.9,-114.7,tree,MXD,1530,1983,  1,yes,Briffa,,[]
NAm_2656,NAm-id013,44.6,-114.5,tree,TRW,1305,1997,  1,yes,Hughes,,[]
NAm_2704,NAm-me010,44.8,-70.8,tree,MXD,1667,1977,  1,yes,Conkey,,[]
NAm_2740,NAm-mt108,45.8,-112.5,tree,TRW,1496,1983,  1,yes,Briffa,,[]
NAm_2752,NAm-mt108,45.8,-112.5,tree,MXD,1496,1983,  1,yes,Briffa,,[]
NAm_2776,NAm-mt112,45.3,-111.3,tree,TRW,470,1998,  1,yes,King,,[]
NAm_2788,NAm-mt115,45.9,-114.3,tree,TRW,12,1997,  1,yes,Hughes,,[]
NAm_2800,NAm-mt115,45.9,-114.3,tree,MXD,1434,1997,  1,yes,Hughes,,[]
NAm_2812,NAm-mt116,46.3,-113.2,tree,TRW,999,1998,  1,yes,Hughes,,[]
NAm_2824,NAm-mt119,46,-113.4,tree,TRW,1200,2005,  1,yes,Littell,,[]
NAm_2836,NAm-mt120,46,-113.4,tree,TRW,1248,2006,  1,yes,Littell,,[]
NAm_2848,NAm-mt126,49,-114,tree,TRW,1252,1990,  1,yes,Colenutt,,[]
NAm_3004,NAm-nv512,40.2,-115.5,tree,TRW,320,1985,  1,yes,Graybill,,[]
NAm_3016,NAm-nv513,38.5,-114.2,tree,TRW,825,1983,  1,yes,Graybill,,[]
NAm_3124,NAm-or043,45.3,-121.7,tree,MXD,1504,1983,  1,yes,Briffa,,[]
NAm_3184,NAm-tab,49.3,-114.4,tree,TRW,1616,2012,  1,yes,Sauchyn,,[]
NAm_3244,NAm-ut511,37.6,-113.9,tree,MXD,1581,1983,  1,yes,Briffa,,[]
NAm_3268,NAm-ut512,40.6,-111.6,tree,MXD,1700,1983,  1,yes,Briffa,,[]
NAm_3280,NAm-vic,49.8,-114.5,tree,TRW,1488,2010,  1,yes,Sauchyn,,[]
NAm_3304,NAm-wa024,48.7,-120.7,tree,TRW,1700,1976,  1,yes,Brubaker,,[]
NAm_3352,NAm-wa056,47.3,-121.3,tree,TRW,1259,1980,  1,yes,Graumlich,,[]
NAm_3376,NAm-wa061,48.3,-120.3,tree,TRW,1316,1980,  1,yes,Graumlich,,[]
NAm_3388,NAm-wa069,48.7,-120.7,tree,TRW,1685,1991,  1,yes,Peterson,,[]
NAm_3400,NAm-wa071,48.7,-120.7,tree,TRW,1585,1991,  1,yes,Peterson,,[]
NAm_3412,NAm-wa072,48.7,-120.7,tree,TRW,1529,1990,  1,yes,Peterson,,[]
NAm_3436,NAm-wa081,46.2,-122.2,tree,MXD,1609,1983,  1,yes,Briffa,,[]
NAm_3472,NAm-wa083,48.7,-118.3,tree,TRW,1605,1983,  1,yes,Briffa,,[]
NAm_3484,NAm-wa083,48.7,-118.3,tree,MXD,1605,1983,  1,yes,Briffa,,[]
NAm_3520,NAm-wa097,47.9,-123.8,tree,TRW,1570,1992,  1,yes,Peterson,,[]
NAm_3556,NAm-wa104,46.2,-121.5,tree,TRW,1610,1992,  1,yes,,,[]
NAm_3604,NAm-wy021,44.2,-107.1,tree,MXD,1496,1983,  1,yes,Briffa,,[]
NAm_3616,NAm-wy022,41.3,-107.7,tree,TRW,1401,1983,  1,yes,Briffa,,[]
NAm_3628,NAm-wy022,41.3,-107.7,tree,MXD,1401,1983,  1,yes,Briffa,,[]
NAm_3652,NAm-wy023,44.4,-110.1,tree,MXD,1388,1983,  1,yes,Briffa,,[]
NAm_3676,NAm-wy024,44.8,-107.9,tree,MXD,1508,1983,  1,yes,Briffa,,[]
NAm_3688,NAm-wy025,43.7,-110.1,tree,TRW,1672,1983,  1,yes,Briffa,,[]
NAm_3700,NAm-wy025,43.7,-110.1,tree,MXD,1672,1983,  1,yes,Briffa,,[]
NAm_3712,NAm-wy030,41.4,-106.2,tree,TRW,1097,1999,  1,yes,Brown,,[]
LPD0e0867fe,O2kLR-AlboranSea.Nieto-Moreno.2012,36.2053,-4.3133,marine sediment,,564,1999, 32,yes,McGregor,subm,[]
O2kLR_114,O2kLR-ArabianSea.Doose-Rolinski.2001,24.83,65.92,marine sediment,,-216,1950, 18,yes,Doose-Rolinski,2001,'10.1029/2000PA000511'
LPDa03ec713,O2kLR-CH07-98-MC-2Saenger.2011.CH07-98.MC22,32.784,-76.276,marine sediment,,250,1850,100,yes,McGregor,subm,[]
LPD84ab67b9,O2kLR-CapeGhirNWAMcGregor.2007.GeoB6008-1.GeoB6008-2,30.845,-10.0983,marine sediment,,-225,1998, 12,yes,McGregor,subm,[]
O2kLR_112,O2kLR-CapeGhirNWAf.Kim.2006,30.85,-10.2685,marine sediment,,754,1950, 37,yes,Kim,2006,'10.1130/G23251A.1'
O2kLR_101,O2kLR-CapeHatteras.Cléroux.2012,34.973,-75.201,marine sediment,,-75,1294, 10,yes,Cléroux,2012,'10.1029/2007PA001505'
LPDe51d17e8,O2kLR-CariacoBasin.Black.2007,10.77,-64.77,marine sediment,,1221,1990,  1,yes,McGregor,subm,[]
LPD82525a8c,O2kLR-CariacoBasin.Goni.2006,10.6496,-64.6607,marine sediment,,1694,1996,  6,yes,McGregor,subm,[]
LPDcda1c277,O2kLR-CariacoBasin.Lea.2003,10.7,-64.94,marine sediment,,-158,1399,145,yes,McGregor,subm,[]
O2kLR_187,O2kLR-Chileanmargi.Lamy.2002,-41,-74.45,marine sediment,,4,1650, 76,yes,Lamy,2002,'10.1029/2001PA000727'
LPDf7bace53,O2kLR-DryTortugas.Lund.2006,24.59,-83.58,marine sediment,,659,1949, 22,yes,McGregor,subm,[]
LPD9b023bc9,O2kLR-DryTortugas.Lund.2006,24.59,-83.58,marine sediment,,659,1949, 22,yes,McGregor,subm,[]
O2kLR_066,O2kLR-DryTortugasA.Lund.2006,24.33,-83.26,marine sediment,,995,1925, 23,yes,Lund,2006,'10.1029/2005PA001218'
LPD13a78f9b,O2kLR-EasterntropiKuhnert.2011.GeoB9501-4.GeoB9501-5,16.8402,-16.7327,marine sediment,,-236,2004,  9,yes,McGregor,subm,[]
O2kLR_074,O2kLR-EmeraldBasin.Keigwin.2003,45.89,-62.8,marine sediment,,351,1950, 32,yes,Keigwin,2003,'10.1007/s00382-003-0316-6'
LPD68872399,O2kLR-EmeraldBasin.Sachs.2007,43.53,-62.48,marine sediment,,400,1950,110,yes,McGregor,subm,[]
LPD47182517,O2kLR-FeniDriftRichter.2009.ENAM9606.M200309,55.5,-13.9,marine sediment,,-368,1998, 22,yes,McGregor,subm,[]
LPD57d40973,O2kLR-FiskBasinGuRichey.2009.Fisk.PE07-51,27.55,-93.93,marine sediment,,1217,1950, 19,yes,McGregor,subm,[]
O2kLR_017,O2kLR-GarrisonBasi.Richey.2009,26.68,-93.93,marine sediment,,1371,1950, 24,yes,Richey,2009,'10.1029/2009GL040445'
LPDefb3d2b0,O2kLR-GreatBahamaB.Lund.2006,24.58,-79.26,marine sediment,,1065,1950, 26,yes,McGregor,subm,[]
LPD7c7e19c5,O2kLR-GreatBahamabAtlantic0326aLund2006125MC,24.765,-79.29,marine sediment,,590,1950, 34,yes,McGregor,subm,[]
O2kLR_150,O2kLR-GreatBarrier.Hendy.2002,-18.315,146.595,marine sediment,,1568,1983,  5,no,Hendy,2002,'10.1126/science.1067693'
LPD9cc3baf6,O2kLR-GulfofGuinea.Weldeab.2007,2.5,9.38,marine sediment,,40,1590, 30,yes,McGregor,subm,[]
LPD1a19c085,O2kLR-GulfofTarantVersteegh.2007.GT91-1.GT89-3.GT90-3,39.85,17.81,marine sediment,,1700,1975,  4,yes,McGregor,subm,[]
LPD6315f935,O2kLR-JacafFjord.Sepulveda.2009,-44.33,-72.97,marine sediment,,212,1784, 24,yes,McGregor,subm,[]
LPDa2107e77,O2kLR-KNR140Saenger.2011.KNR140-2.59GGC,32.977,-76.316,marine sediment,,450,1850, 50,yes,McGregor,subm,[]
O2kLR_175,O2kLR-KuroshioCurr.Isono.2009,36.03,141.78,marine sediment,,-233,1947, 26,yes,Isono,2009,'10.1130/G25667A.1'
O2kLR_030,O2kLR-Laurent.Fan.Keigwin.2005,43.48,-54.87,marine sediment,,-230,1850,130,yes,Keigwin,2005,'10.1029/2004PA001074'
O2kLR_105,O2kLR-MD952011.Calvo.32,66.97,7.63,marine sediment,,-290,1390, 30,yes,Calvo,2002,'10.1016/S0277-3791(01)00096-8'
O2kLR_135,O2kLR-MakassarStra.Linsley.2010,-7.4,115.2,marine sediment,,175,1781, 35,yes,Linsley,2010,'10.1038/ngeo920'
LPD30c5b95c,O2kLR-MakassarStra.Newton.2011,1.4033,119.078,marine sediment,,160,1890, 14,yes,McGregor,subm,[]
O2kLR_172,O2kLR-MakassarStra.Newton.32,1.4033,119.078,marine sediment,,160,1890, 14,yes,Newton,1/11,'oi:10.1130/G31421.1'
O2kLR_148,O2kLR-MakassarStra.Oppo.2009,-3.53,119.2,marine sediment,,-335,1982,  7,yes,Oppo,2009,'10.1038/nature08233'
LPD10e9f8f7,O2kLR-MinorcacontoMoreno.2012.MINMC-2.MINMC-1,40.5,4.03,marine sediment,,428,1988, 15,yes,McGregor,subm,[]
O2kLR_045,O2kLR-NorthIceland.Sicre.2011,66.55,-17.42,marine sediment,,1,2001,  4,yes,Sicre,2011,'10.1029/2011PA002169'
O2kLR_146,O2kLR-NorthwestPac.Harada.2004,46.32,152.53,marine sediment,,-70,1370, 50,yes,Harada,2004,'10.1029/2004GC000740'
LPDbd07f717,O2kLR-ODP984Came.2007.984C-1H-01.984C-1H-02,61.43,-24.085,marine sediment,,152,1396, 58,yes,McGregor,subm,[]
O2kLR_165,O2kLR-OkinawaTroug.Wu.2012,24.8,122.5,marine sediment,,-227,1770, 25,yes,Wu,2012,'10.1029/2012GL052749'
LPD81e53153,O2kLR-P178-15.Tierney.2015,11.955,44.3,lake sediment,TEX86,1628,2000,  9,yes,Tierney,2015,[]
LPD53e179ad,O2kLR-P178-15.Tierney.2015,11.955,44.3,lake sediment,TEX86,131,1980, 15,yes,Tierney,2015,[]
LPD5c7e7761,O2kLR-PanamaBasin.Pahnke.2007,4.67,-77.96,marine sediment,,1867,1999, 11,no,McGregor,subm,[]
LPD1a0245b7,O2kLR-Philippines.Stott.2007,6.3,125.82,marine sediment,,647,1909, 17,yes,McGregor,subm,[]
LPD572f7cc3,O2kLR-PigmyBasinG.Richey.2009,27.2,-91.42,marine sediment,,593,1901, 12,yes,McGregor,subm,[]
LPDf828fbfe,O2kLR-PiscoCentra.Gutierrez.2011,-14.13,-76.5,marine sediment,,1737,2003,  3,yes,McGregor,subm,[]
LPDb17a5e9e,O2kLR-RAPiD-12-1K.Thornalley.2009,62.08,-17.82,marine sediment,,154,1252, 73,yes,McGregor,subm,[]
O2kLR_118,O2kLR-SWcoastofInd.Saraswat.2013,10.98,74.9993,marine sediment,,303,1835, 88,yes,Saraswat,2013,'10.1016/j.epsl.2013.05.022'
O2kLR_183,O2kLR-SantaBarbara.Zhao.2000,34.23,-120.02,marine sediment,,1298,1941,  1,yes,Zhao,2000,'10.1016/S0146-6380(00)00034-6'
LPDa77273bb,O2kLR-SouthAtlanti.Leduc.2010,-29.14,16.72,marine sediment,,705,1938, 20,yes,McGregor,subm,[]
LPD44b374e7,O2kLR-SouthChinaSe.Zhao.2006,8.73,109.869,marine sediment,,-182,993, 26,yes,McGregor,subm,[]
O2kLR_047,O2kLR-SouthIceland.Sicre.2011,57.45,-27.91,marine sediment,,-5,1724,  7,yes,Sicre,2011,'10.1029/2011PA002169'
O2kLR_195,O2kLR-SouthernChil.Mohtadi.2007,-44.15,-75.16,marine sediment,,-168,1901, 32,yes,Mohtadi,2007,'10.1016/j.quascirev.2006.12.008'
LPDb7ba9166,O2kLR-Tagusmudpatc.Abrantes.2005,38.556,-9.3498,marine sediment,,74,2001,  3,no,McGregor,subm,[]
O2kLR_131,O2kLR-WEqPacific.Stott.2007,-5,133.44,marine sediment,,685,1416, 43,yes,Stott,2007,'10.1126/science.1143791'
LPDe9d8175e,O2kLR-WestSpitzber.Bonnet.2010,78.96,5.885,marine sediment,,-492,1943, 44,yes,McGregor,subm,[]
LPDea4376b6,O2kLR-WestSpitzber.Bonnet.2010,78.96,5.885,marine sediment,,-492,1943, 44,yes,McGregor,subm,[]
LPD2a3997a7,O2kLR-WesternAntar.Shevenell.2011,-64.87,-64.2,marine sediment,,-78,1870, 50,yes,McGregor,subm,[]
Ocean2kHR_112,Ocean2kHR-AtlanticBahamasExumaRosenheim2005,23.766,-76.053,sclerosponge,d18O,1890,1990,  1,no,Rosenheim,2005,'10.1029/2004GL021499'
Ocean2kHR_113,Ocean2kHR-AtlanticBahamasExumaRosenheim2005,23.766,-76.053,sclerosponge,Sr/Ca,1890,1990,  1,no,Rosenheim,2005,'10.1029/2004GL021499'
Ocean2kHR_130,Ocean2kHR-AtlanticBahamasSaenger2009,25.84,-78.62,coral,extensionRate,1552,1991,  1,yes,Saenger,2009,'10.1038/NGEO55210.1002/2014PA002717'
Ocean2kHR_114,Ocean2kHR-AtlanticBahamasTOTORosenheim2005,23.504,-76.577,sclerosponge,d18O,1890,1990,  1,no,Rosenheim,2005,'10.1029/2004GL021499'
Ocean2kHR_115,Ocean2kHR-AtlanticBahamasTOTORosenheim2005,23.504,-76.577,sclerosponge,Sr/Ca,1890,1990,  1,no,Rosenheim,2005,'10.1029/2004GL021499'
Ocean2kHR_124,Ocean2kHR-AtlanticBermudaDraschba2000a,30.0867,-64.5417,coral,d18O,1856,1920,  3,no,Draschba,2000,'10.1007/s005310050301'
Ocean2kHR_125,Ocean2kHR-AtlanticBermudaDraschba2000b,30.0867,-64.5417,coral,d18O,1833,1904,  3,yes,Draschba,2000,'10.1007/s005310050301'
Ocean2kHR_094,Ocean2kHR-AtlanticBermudaGoodkin2006,30.6486,-64.9888,coral,d18O,1782,1998,  1,yes,Tierney,2008,'10.1002/2014PA002717'
Ocean2kHR_095,Ocean2kHR-AtlanticBermudaGoodkin2006,30.6486,-64.9888,coral,Sr/Ca,1781,1998,  1,yes,Tierney,2008,'10.1002/2014PA002717'
Ocean2kHR_102,Ocean2kHR-AtlanticBermudaKuhnert20021,32.47,-64.7,coral,d18O,1519,1604,<1,yes,Kuhnert,2002,'10.1016/S0031-0182(01)00410-2'
Ocean2kHR_103,Ocean2kHR-AtlanticBermudaKuhnert20021,32.47,-64.7,coral,Sr/Ca,1529,1604,<1,no,Kuhnert,2002,'10.1016/S0031-0182(01)00410-2'
Ocean2kHR_106,Ocean2kHR-AtlanticBermudaKuhnert2005,32.467,-64.7,coral,Sr/Ca,1867,1983,<1,no,Tierney,2005,'10.1002/2014PA002717'
Ocean2kHR_118,Ocean2kHR-AtlanticBiscayneBaySwart1996,25.38,-80.17,coral,d18O,1751,1986,  1,yes,Tierney,1996,'10.1002/2014PA002717'
Ocean2kHR_123,Ocean2kHR-AtlanticDryTortugasDeLong2014,24.6,-82.3,coral,Sr/Ca,1734,2009,<1,yes,Tierney,2014,'10.1002/2014PA002717'
Ocean2kHR_097,Ocean2kHR-AtlanticGuadeloupeHetzinger2010,16.2,-61.49,coral,d18O,1896,1999,<1,no,Tierney,2010,'10.1002/2014PA002717'
Ocean2kHR_098,Ocean2kHR-AtlanticGuadeloupeHetzinger2010,16.2,-61.49,coral,Sr/Ca,1896,1999,<1,no,Tierney,2010,'10.1002/2014PA002717'
Ocean2kHR_096,Ocean2kHR-AtlanticLosRoquesHetzinger2008,11.77,-66.75,coral,d18O,1918,2005,<1,no,Hetzinger,2008,'10.1130/G24321A.1'
Ocean2kHR_131,Ocean2kHR-AtlanticMexicoVasquez2012,20.83,-86.74,coral,extensionRate,1773,2009,  1,yes,Tierney,2012,'10.1002/2014PA002717'
Ocean2kHR_126,Ocean2kHR-AtlanticMontegoBayHaaseSchramm2003,18.4667,-77.95,sclerosponge,d18O,1344,1991,  3,yes,Draschba,2003,'10.1007/s005310050301'
Ocean2kHR_127,Ocean2kHR-AtlanticMontegoBayHaaseSchramm2003,18.4667,-77.95,sclerosponge,Sr/Ca,1356,1991,  3,yes,Draschba,2003,'10.1007/s005310050301'
Ocean2kHR_128,Ocean2kHR-AtlanticPedroBankHaaseSchramm2003,17.5333,-78.95,sclerosponge,d18O,1389,1992,  5,no,Draschba,2003,'10.1007/s005310050301'
Ocean2kHR_129,Ocean2kHR-AtlanticPedroBankHaaseSchramm2003,17.5333,-78.95,sclerosponge,Sr/Ca,1384,1992,  5,no,Draschba,2003,'10.1007/s005310050301'
Ocean2kHR_119,Ocean2kHR-AtlanticPrincipeSwart1998,1.67,7.5833,coral,d18O,1939,1992,  1,no,Swart,1998,'NA'
Ocean2kHR_099,Ocean2kHR-AtlanticPuertoRicoKilbourne2008,17.93,-67,coral,d18O,1751,2004,  1,yes,Kilbourne,2008,'10.1029/2008PA001598'
Ocean2kHR_100,Ocean2kHR-AtlanticPuertoRicoKilbourne2008,17.93,-67,coral,Sr/Ca,1751,2004,  1,yes,Kilbourne,2008,'10.1029/2008PA001598'
Ocean2kHR_110,Ocean2kHR-AtlanticTobagoMoses2006Sidereastrea,11.17,-60.85,coral,d18O,1932,1990,  1,no,Christopher,2006,'NaN'
Ocean2kHR_023,Ocean2kHR-IndianAbrolhosKuhnert1999,-28.47,113.77,coral,d18O,1795,1994,<1,yes,Kuhnert,1999,'NaN'
Ocean2kHR_025,Ocean2kHR-IndianAbrolhosZinke2014HAB05B,-28.4609,113.772,coral,Sr/Ca,1798,2010,  1,yes,Zinke,2014,'10.1038/ncomms4607'
Ocean2kHR_026,Ocean2kHR-IndianAbrolhosZinke2014HAB10A,-28.4589,113.749,coral,d18O,1848,2010,  1,yes,Zinke,2014,'10.1038/ncomms4607'
Ocean2kHR_027,Ocean2kHR-IndianAbrolhosZinke2014HAB10A,-28.4589,113.749,coral,Sr/Ca,1848,2010,  1,yes,Zinke,2014,'10.1038/ncomms4607'
Ocean2kHR_014,Ocean2kHR-IndianAqabaHeiss1994AQ18,29.42,34.97,coral,d18O,1788,1992,  1,yes,Heiss,1999,'NaN'
Ocean2kHR_016,Ocean2kHR-IndianAqabaHeiss1994AQ19,29.42,34.97,coral,d18O,1886,1992,  1,no,Heiss,1999,'NaN'
Ocean2kHR_006,Ocean2kHR-IndianBaliCharles2003,-8.2473,115.5757,coral,d18O,1782,1990,<1,yes,Tierney,2003,'10.1002/2014PA002717'
Ocean2kHR_021,Ocean2kHR-IndianIfatyTulearZinke2014if1,-23.15,43.58,coral,d18O,1882,1994,  1,no,Zinke,2014,'10.1038/srep04393'
Ocean2kHR_020,Ocean2kHR-IndianIfatyTulearZinke2014if4,-23.15,43.58,coral,d18O,1660,1996,<1,yes,Tierney,2014,'10.1002/2014PA002717'
Ocean2kHR_022,Ocean2kHR-IndianIfatyTulearZinke2014tul3,-23.3572,43.6195,coral,d18O,1905,1994,  1,no,Zinke,2014,'10.1038/srep04393'
Ocean2kHR_012,Ocean2kHR-IndianKenyaNakamura2009,-3.2,40.1,coral,d18O,1887,2003,<1,no,Tierney,2009,'10.1002/2014PA002717'
Ocean2kHR_007,Ocean2kHR-IndianMafiaDamassa2006,-8.0167,39.5,coral,d18O,1622,1998,<1,yes,Tierney,2006,'10.1002/2014PA002717'
Ocean2kHR_001,Ocean2kHR-IndianMalindiCole2000,-3.2,40.1,coral,d18O,1801,1994,  1,yes,Tierney,2000,'10.1002/2014PA002717'
Ocean2kHR_002,Ocean2kHR-IndianMayotteZinke20082009,-12.65,45.1,coral,d18O,1866,1994,<1,no,Zinke,2008,'10.1029/2008GL035634'
Ocean2kHR_003,Ocean2kHR-IndianMayotteZinke20082009,-12.65,45.1,coral,Sr/Ca,1882,1994,<1,no,Zinke,2008,'10.1029/2008GL035634'
Ocean2kHR_010,Ocean2kHR-IndianMentawaiAbram2008,-0.13,98.52,coral,d18O,1858,1998,<1,no,Tierney,2008,'10.1002/2014PA002717'
Ocean2kHR_008,Ocean2kHR-IndianNingalooKuhnert2000,-21.905,113.965,coral,d18O,1879,1995,<1,no,Kuhnert,2000,'NaN'
Ocean2kHR_019,Ocean2kHR-IndianRedSeaFelis2000,27.85,34.32,coral,d18O,1751,1996,<1,yes,Tierney,2000,'10.1002/2014PA002717'
Ocean2kHR_013,Ocean2kHR-IndianReunionPfeiffer2004,-21.0333,55.25,coral,d18O,1832,1996,<1,yes,Pfeiffer,2004,'10.1029/2003PA000964'
Ocean2kHR_018,Ocean2kHR-IndianRusUmSiddMoustafa2000Rus93a,27.8483,34.31,coral,d18O,1897,1993,<1,no,Moustafa,2000,'http://nbn-resolving.de/urn:nbn:de:gbv:46-ep000102745'
Ocean2kHR_011,Ocean2kHR-IndianSeychellesCharles1997,-4.62,55,coral,d18O,1847,1995,<1,yes,Tierney,1997,'10.1002/2014PA002717'
Ocean2kHR_092,Ocean2kHR-IndianWAGrowthAbrolhosCooper2012,-28.4667,113.7667,coral,calcificationRate,1900,2010,  1,no,Cooper,2012,'10.1126/science.1214570'
Ocean2kHR_058,Ocean2kHR-IndianWAGrowthBundegiCooper2012,-21.8333,114.1833,coral,calcificationRate,1900,2008,  1,no,Cooper,2012,'10.1126/science.1214570'
Ocean2kHR_038,Ocean2kHR-IndianWAGrowthClerkeCooper2012,-17.2667,119.3667,coral,calcificationRate,1900,2010,  1,no,Cooper,2012,'10.1126/science.1214570'
Ocean2kHR_084,Ocean2kHR-IndianWAGrowthCoralBayCooper2012,-23.0333,113.8167,coral,calcificationRate,1900,2010,  1,no,Cooper,2012,'10.1126/science.1214570'
Ocean2kHR_048,Ocean2kHR-IndianWAGrowthImperieuseCooper2012,-17.5167,118.9667,coral,calcificationRate,1900,2010,  1,no,Cooper,2012,'10.1126/science.1214570'
Ocean2kHR_074,Ocean2kHR-IndianWAGrowthTantabiddiCooper2012,-21.9,113.9667,coral,calcificationRate,1900,2010,  1,no,Cooper,2012,'10.1126/science.1214570'
Ocean2kHR_143,Ocean2kHR-PacificAlibert2008Papua,-2.5,150.5,coral,Sr/Ca,1823,1997,<1,yes,Tierney,2008,'10.1002/2014PA002717'
Ocean2kHR_171,Ocean2kHR-PacificBunakenCharles2003,-1.5,124.833,coral,d18O,1860,1991,<1,no,Tierney,2003,'10.1002/2014PA002717'
Ocean2kHR_185,Ocean2kHR-PacificClippertonClipp2bWu2014,10.2773,-109.2131,coral,Sr/Ca,1935,1994,<1,no,Wu,2014,'10.1016/j.palaeo.2014.07.039'
Ocean2kHR_187,Ocean2kHR-PacificClippertonClipp4bWu2014,10.2773,-109.2131,coral,Sr/Ca,1894,1994,<1,no,Wu,2014,'10.1016/j.palaeo.2014.07.039'
Ocean2kHR_186,Ocean2kHR-PacificClippertonClipp6aWu2014,10.2773,-109.2131,coral,Sr/Ca,1942,1994,<1,no,Wu,2014,'10.1016/j.palaeo.2014.07.039'
Ocean2kHR_188,Ocean2kHR-PacificClippertonClippf1bWu2014,10.2773,-109.2131,coral,d18O,1874,1957,<1,no,Wu,2014,'10.1016/j.palaeo.2014.07.039'
Ocean2kHR_189,Ocean2kHR-PacificClippertonClippf1bWu2014,10.2773,-109.2131,coral,Sr/Ca,1874,1957,<1,no,Wu,2014,'10.1016/j.palaeo.2014.07.039'
Ocean2kHR_169,Ocean2kHR-PacificClippertonLinsley2000,10.2773,-109.2131,coral,d18O,1894,1994,<1,no,Linsley,2000,'10.1029/1999PA000428'
Ocean2kHR_193,Ocean2kHR-PacificCoralSeaCalvo2007,-17.73,148.43,coral,d18O,1708,1988,  5,yes,Calvo,2007,'10.1016/j.palaeo.2006.12.003'
Ocean2kHR_194,Ocean2kHR-PacificCoralSeaCalvo2007,-17.73,148.43,coral,Sr/Ca,1708,1988,  5,yes,Calvo,2007,'10.1016/j.palaeo.2006.12.003'
Ocean2kHR_163,Ocean2kHR-PacificFelis2009OgasawaraJapan,27.1059,142.1941,coral,d18O,1872,1995,<1,no,Felis,2009,'oi:10.1130/G25581A.1'
Ocean2kHR_164,Ocean2kHR-PacificFelis2009OgasawaraJapan,27.1059,142.1941,coral,Sr/Ca,1872,1995,<1,no,Felis,2009,'oi:10.1130/G25581A.1'
Ocean2kHR_167,Ocean2kHR-PacificGBRDruffel1999,-22.1,153,coral,d18O,1638,1983,  1,yes,Druffel,1999,'10.1029/1999JC900212'
Ocean2kHR_190,Ocean2kHR-PacificGBRWei2009,-16.7167,146.0333,coral,d18O,1807,2004,  5,yes,Wei,2009,'10.1016/j.gca.2009.02.009'
Ocean2kHR_173,Ocean2kHR-PacificGalapagosDunbar1994,-0.4,-91.23,coral,d18O,1607,1981,  1,yes,Tierney,1994,'10.1002/2014PA002717'
Ocean2kHR_154,Ocean2kHR-PacificGorman2012Vanuatu,-15.94,166.04,coral,d18O,1843,2008,<1,yes,Gorman,2012,'10.1029/2012PA002302'
Ocean2kHR_166,Ocean2kHR-PacificGuamAsami2005,13.5982,144.8359,coral,d18O,1790,2000,<1,yes,Tierney,2005,'10.1002/2014PA002717'
Ocean2kHR_135,Ocean2kHR-PacificKiritimatiEvans1998,1.6792,-157.2473,coral,d18O,1938,1994,<1,no,Evans,1998,'10.1038/29424'
Ocean2kHR_141,Ocean2kHR-PacificLiangTudhope2001,-4.15,144.8833,coral,d18O,1885,1993,<1,no,Tierney,2001,'10.1002/2014PA002717'
Ocean2kHR_157,Ocean2kHR-PacificLinsley2006Fiji1F,-16.8167,179.2333,coral,d18O,1782,1997,  1,yes,Tierney,2006,'10.1002/2014PA002717'
Ocean2kHR_158,Ocean2kHR-PacificLinsley2006Fiji1F,-16.8167,179.2333,coral,Sr/Ca,1782,1997,  1,yes,Tierney,2006,'10.1002/2014PA002717'
Ocean2kHR_156,Ocean2kHR-PacificLinsley2006FijiAB,-16.8167,179.2333,coral,d18O,1618,2002,  1,yes,Tierney,2006,'10.1002/2014PA002717'
Ocean2kHR_149,Ocean2kHR-PacificLinsley2006RarotongaSrCa2R,-21.2378,-159.8278,coral,Sr/Ca,1727,1997,<1,yes,Tierney,2006,'10.1002/2014PA002717'
Ocean2kHR_147,Ocean2kHR-PacificLinsley2006Rarotongad18O2R,-21.2378,-159.8278,coral,d18O,1727,1997,<1,yes,Linsley,2006,'10.1029/2005GC001115'
Ocean2kHR_150,Ocean2kHR-PacificLinsley2006Rarotongad18O3R,-21.2378,-159.8278,coral,d18O,1875,2000,<1,no,Linsley,2006,'10.1029/2005GC001115'
Ocean2kHR_152,Ocean2kHR-PacificLinsley2006Rarotongad18O99,-21.2378,-159.8278,coral,d18O,1907,2000,<1,no,Linsley,2006,'10.1029/2005GC001115'
Ocean2kHR_140,Ocean2kHR-PacificMadangTudhope2001,-5.2167,145.8167,coral,d18O,1881,1993,<1,no,Tierney,2001,'10.1002/2014PA002717'
Ocean2kHR_177,Ocean2kHR-PacificMaianaUrban2000,1,173,coral,d18O,1840,1995,<1,yes,Tierney,2000,'10.1002/2014PA002717'
Ocean2kHR_132,Ocean2kHR-PacificMooreaBoiseau2003,-17.5,-149.8333,coral,d18O,1853,1991,  1,no,Tierney,1998,'10.1002/2014PA002717'
