ID,Lat,Lon,Archive,Proxy,minYear,maxYear,Resolution,Publication,Data Citation,inComposites
Arc_078,81,64,glacier ice,d18O,1225,1995,  1,kinnard2011reconstructed,authorarcDataCitation,yes
Arc_079,68.4,66.85,tree,TRW,914,2003,  1,briffa2013reassessing,briffa2013arcDataCitation,yes
Arc_080,81,64,glacier ice,melt,1225,1995,  1,kinnard2011reconstructed,authorarcDataCitation,yes
Asi_001,50.08,87.77,tree,TRW,1495,1998,  1,panyushkina2005mixed,cook2013asiaDataCitation,yes
Asi_002,49.62,88.1,tree,TRW,1561,2000,  1,magda2011extraction,cook2013asiaDataCitation,yes
Asi_003,50.87,85.23,tree,TRW,1568,1995,  1,ovtchinnikov2000an,cook2013asiaDataCitation,yes
Asi_004,50.3,87.83,tree,TRW,1538,2000,  1,magda2011extraction,cook2013asiaDataCitation,yes
Asi_005,50.27,87.83,tree,TRW,1497,2000,  1,magda2011extraction,cook2013asiaDataCitation,yes
Asi_006,49.72,87.28,tree,TRW,1542,2000,  1,magda2011extraction,cook2013asiaDataCitation,yes
Asi_007,50.14,87.72,tree,TRW,1418,1999,  1,panyushkina2005mixed,cook2013asiaDataCitation,yes
Asi_008,50.12,87.92,tree,TRW,1554,2000,  1,magda2011extraction,cook2013asiaDataCitation,yes
Asi_009,50.48,87.67,tree,TRW,1550,1995,  1,panyushkina2005mixed,cook2013asiaDataCitation,yes
Asi_010,50.68,87.97,tree,TRW,1555,2000,  1,magda2011extraction,cook2013asiaDataCitation,yes
Asi_011,50.48,87.65,tree,TRW,1581,1994,  1,briffa2002tree,schweingruber2001asiaDataCitation,yes
Asi_012,50.48,87.65,tree,TRW,1581,1994,  1,briffa2002tree,schweingruber2001asiaDataCitation,yes
Asi_013,50.48,87.65,tree,TRW,1581,1994,  1,briffa2002tree,schweingruber2001asiaDataCitation,yes
Asi_014,50.48,87.65,tree,TRW,1581,1994,  1,briffa2002tree,schweingruber2001asiaDataCitation,yes
Asi_015,50.48,87.65,tree,TRW,1581,1994,  1,briffa2002tree,schweingruber2001asiaDataCitation,yes
Asi_016,50.48,87.65,tree,TRW,1581,1994,  1,briffa2002tree,schweingruber2001asiaDataCitation,yes
Asi_017,50.48,87.65,tree,TRW,1581,1994,  1,briffa2002tree,schweingruber2001asiaDataCitation,yes
Asi_018,50.15,85.37,tree,TRW,1581,1994,  1,briffa2002tree,schweingruber2001asiaDataCitation,yes
Asi_019,50.15,85.37,tree,TRW,1581,1994,  1,briffa2002tree,schweingruber2001asiaDataCitation,yes
Asi_020,50.15,85.37,tree,TRW,1581,1994,  1,briffa2002tree,schweingruber2001asiaDataCitation,yes
Asi_021,50.15,85.37,tree,TRW,1581,1994,  1,briffa2002tree,schweingruber2001asiaDataCitation,yes
Asi_022,50.15,85.37,tree,TRW,1581,1994,  1,briffa2002tree,schweingruber2001asiaDataCitation,yes
Asi_023,50.15,85.37,tree,TRW,1581,1994,  1,briffa2002tree,schweingruber2001asiaDataCitation,yes
Asi_024,50.15,85.37,tree,TRW,1581,1994,  1,briffa2002tree,schweingruber2001asiaDataCitation,yes
Asi_025,27.58,90.65,tree,TRW,1294,2003,  1,cook2010asian,cook2011asiaDataCitation,yes
Asi_026,27.67,90.73,tree,TRW,1454,2003,  1,cook2010asian,cook2011asiaDataCitation,yes
Asi_027,27.7,90.77,tree,TRW,1520,2003,  1,cook2010asian,cook2011asiaDataCitation,yes
Asi_028,27.7,90.68,tree,TRW,1481,2003,  1,cook2010asian,cook2011asiaDataCitation,yes
Asi_029,27.67,90.72,tree,TRW,1450,2003,  1,cook2012tree,pages2013asiaDataCitation,yes
Asi_030,27.63,90.13,tree,TRW,1400,2005,  1,cook2010asian,cook2011asiaDataCitation,yes
Asi_031,27.58,90.65,tree,TRW,1280,2003,  1,cook2010asian,cook2011asiaDataCitation,yes
Asi_032,27.42,90.97,tree,TRW,1457,2002,  1,cook2010asian,cook2011asiaDataCitation,yes
Asi_033,27.25,89.38,tree,TRW,1484,2005,  1,cook2010asian,cook2011asiaDataCitation,yes
Asi_034,27.45,90,tree,TRW,1280,2005,  1,cook2012tree,pages2013asiaDataCitation,yes
Asi_035,27.95,89.75,tree,TRW,1453,2006,  1,cook2010asian,cook2011asiaDataCitation,yes
Asi_036,27.45,90.15,tree,TRW,1456,2005,  1,cook2010asian,cook2011asiaDataCitation,yes
Asi_037,27.45,90.15,tree,TRW,1582,2006,  1,cook2010asian,cook2011asiaDataCitation,yes
Asi_038,30.23,100.27,tree,TRW,1306,2007,  1,cook2010asian,li2011asiaDataCitation,yes
Asi_039,28.98,99.93,tree,TRW,1380,2007,  1,cook2010asian,li2011asiaDataCitation,yes
Asi_040,29.28,100.08,tree,TRW,1540,2006,  1,cook2010asian,li2011asiaDataCitation,yes
Asi_041,29.15,99.93,tree,TRW,1509,2006,  1,cook2010asian,li2011asiaDataCitation,yes
Asi_042,27.33,99.3,tree,TRW,1348,2007,  1,cook2010asian,wright2011asiaDataCitation,yes
Asi_043,34.75,100.82,tree,TRW,1287,2004,  1,cook2012tree,pages2013asiaDataCitation,yes
Asi_044,34.73,100.8,tree,TRW,1346,2004,  1,cook2012tree,pages2013asiaDataCitation,yes
Asi_045,34.73,100.78,tree,TRW,1475,2004,  1,cook2012tree,pages2013asiaDataCitation,yes
Asi_046,34.72,100.72,tree,TRW,1446,2004,  1,cook2012tree,pages2013asiaDataCitation,yes
Asi_047,37.93,101.53,tree,TRW,1288,2000,  1,cook2012tree,pages2013asiaDataCitation,yes
Asi_048,36.3,98.08,tree,TRW,159,1993,  1,cook2012tree,sheppard2008asiaDataCitation,yes
Asi_049,37,98.08,tree,TRW,840,1993,  1,cook2012tree,sheppard2008asiaDataCitation,yes
Asi_050,36.65,98.08,tree,TRW,840,1993,  1,cook2012tree,pages2013asiaDataCitation,yes
Asi_051,35.07,100.35,tree,TRW,1082,2001,  1,cook2012tree,pages2013asiaDataCitation,yes
Asi_052,34.78,99.78,tree,TRW,470,2002,  1,cook2012tree,pages2013asiaDataCitation,yes
Asi_053,34.72,99.67,tree,TRW,1163,2001,  1,cook2012tree,pages2013asiaDataCitation,yes
Asi_054,34.75,99.68,tree,TRW,1230,2002,  1,cook2012tree,pages2013asiaDataCitation,yes
Asi_055,34.75,99.68,tree,TRW,960,2002,  1,cook2012tree,pages2013asiaDataCitation,yes
Asi_056,34.78,100.8,tree,TRW,1340,2002,  1,cook2012tree,pages2013asiaDataCitation,yes
Asi_057,34.78,100.82,tree,TRW,1400,2002,  1,cook2012tree,pages2013asiaDataCitation,yes
Asi_058,34.78,100.82,tree,TRW,1520,2002,  1,cook2012tree,pages2013asiaDataCitation,yes
Asi_059,34.78,100.82,tree,TRW,1310,2002,  1,cook2012tree,pages2013asiaDataCitation,yes
Asi_060,34.78,100.82,tree,TRW,1500,2002,  1,cook2012tree,pages2013asiaDataCitation,yes
Asi_061,33.75,107.8,tree,TRW,1600,1992,  1,cook2012tree,pages2013asiaDataCitation,yes
Asi_062,34.48,110.08,tree,TRW,1540,1990,  1,cook2012tree,wu2002asiaDataCitation,yes
Asi_063,33.65,107.8,tree,TRW,1575,1992,  1,cook2012tree,pages2013asiaDataCitation,yes
Asi_064,43.85,93.3,tree,TRW,1571,2002,  1,cook2010asian,krusic2011asiaDataCitation,yes
Asi_065,30.33,119.43,tree,TRW,1590,2007,  1,cook2012tree,pages2013asiaDataCitation,yes
Asi_066,37.03,98.68,tree,TRW,150,2000,  1,cook2012tree,pages2013asiaDataCitation,yes
Asi_067,33.8,96.13,tree,TRW,1480,2002,  1,cook2012tree,pages2013asiaDataCitation,yes
Asi_068,33.72,96.28,tree,TRW,1374,2002,  1,ningsheng2003climate,shao2013asiaDataCitation,yes
Asi_069,34.63,104.47,tree,TRW,1568,2006,  1,cook2010asian,pages2013asiaDataCitation,yes
Asi_070,28.9,99.75,tree,TRW,1452,2007,  1,cook2010asian,li2011asiaDataCitation,yes
Asi_071,31.78,101.92,tree,TRW,1575,2007,  1,cook2010asian,li2011asiaDataCitation,yes
Asi_072,27.37,99.37,tree,TRW,1498,2007,  1,cook2012tree,pages2013asiaDataCitation,yes
Asi_073,27.33,99.3,tree,TRW,1348,2007,  1,cook2010asian,wright2011asiaDataCitation,yes
Asi_074,43.18,87.18,tree,TRW,1543,1993,  1,cook2012tree,pages2013asiaDataCitation,yes
Asi_075,35,100.07,tree,TRW,1433,2004,  1,cook2012tree,pages2013asiaDataCitation,yes
Asi_076,27.62,99.8,tree,TRW,1516,2007,  1,cook2010asian,wright2011asiaDataCitation,yes
Asi_077,38.7,99.68,tree,TRW,540,2006,  1,cook2012tree,pages2013asiaDataCitation,yes
Asi_078,35.07,100.35,tree,TRW,1082,2001,  1,cook2012tree,pages2013asiaDataCitation,yes
Asi_079,27.58,99.35,tree,TRW,1429,2005,  1,cook2012tree,fan2013asiaDataCitation,yes
Asi_080,27.58,99.28,tree,TRW,1542,2005,  1,cook2012tree,fan2013asiaDataCitation,yes
Asi_081,28.03,99.02,tree,TRW,1489,2005,  1,cook2012tree,fan2013asiaDataCitation,yes
Asi_082,28.03,98.98,tree,TRW,1393,2005,  1,cook2012tree,fan2013asiaDataCitation,yes
Asi_083,27.88,98.4,tree,TRW,1530,2005,  1,cook2012tree,fan2013asiaDataCitation,yes
Asi_084,37.47,97.23,tree,TRW,843,2001,  1,cook2012tree,shao2013asiaDataCitation,yes
Asi_085,37.47,97.22,tree,TRW,828,2001,  1,cook2012tree,shao2013asiaDataCitation,yes
Asi_086,37.45,97.53,tree,TRW,404,2002,  1,cook2012tree,shao2013asiaDataCitation,yes
Asi_087,37.43,98.05,tree,TRW,451,2002,  1,cook2012tree,shao2013asiaDataCitation,yes
Asi_088,37.45,97.78,tree,TRW,711,2003,  1,cook2012tree,shao2013asiaDataCitation,yes
Asi_089,37.52,97.05,tree,TRW,1237,2002,  1,cook2012tree,shao2013asiaDataCitation,yes
Asi_090,34.47,110.08,tree,TRW,1458,2005,  1,cook2012tree,shao2013asiaDataCitation,yes
Asi_091,34.47,110.08,tree,TRW,1512,2005,  1,cook2012tree,shao2013asiaDataCitation,yes
Asi_092,34.47,110.08,tree,TRW,1359,2005,  1,cook2012tree,shao2013asiaDataCitation,yes
Asi_093,33.8,96.13,tree,TRW,1480,2002,  1,cook2012tree,shao2013asiaDataCitation,yes
Asi_094,37.32,98.4,tree,TRW,943,2003,  1,cook2012tree,shao2013asiaDataCitation,yes
Asi_095,37.03,98.63,tree,TRW,857,2003,  1,cook2012tree,shao2013asiaDataCitation,yes
Asi_096,37.03,98.67,tree,TRW,845,2001,  1,cook2012tree,shao2013asiaDataCitation,yes
Asi_097,36.75,98.22,tree,TRW,681,2001,  1,cook2012tree,shao2013asiaDataCitation,yes
Asi_098,36.68,98.42,tree,TRW,900,2001,  1,cook2012tree,shao2013asiaDataCitation,yes
Asi_099,32.67,95.72,tree,TRW,1290,2006,  1,cook2012tree,shao2013asiaDataCitation,yes
Asi_100,33.72,96.28,tree,TRW,1374,2002,  1,cook2012tree,shao2013asiaDataCitation,yes
Asi_101,-5.5,122.8,tree,TRW,1565,2005,  1,cook2010asian,d2011asiaDataCitation,yes
Asi_102,30.98,78.93,tree,TRW,1567,1999,  1,cook2012tree,pages2013asiaDataCitation,yes
Asi_103,33.08,76.43,tree,TRW,1388,2002,  1,cook2012tree,pages2013asiaDataCitation,yes
Asi_104,31.2,77.23,tree,TRW,1590,1990,  1,cook2012tree,borgaonkar2004asiaDataCitation,yes
Asi_105,10.18,76.87,tree,TRW,1481,2003,  1,cook2012tree,borgaonkar2013asiaDataCitation,yes
Asi_106,10,76.67,tree,TRW,1481,2003,  1,cook2012tree,pages2013asiaDataCitation,yes
Asi_107,31.37,78.17,tree,TRW,1538,2004,  1,cook2012tree,borgaonkar2013asiaDataCitation,yes
Asi_108,43.77,142.55,tree,TRW,1532,1997,  1,cook2012tree,davi2003asiaDataCitation,yes
Asi_109,43.77,142.55,tree,TRW,1557,1997,  1,cook2012tree,davi2003asiaDataCitation,yes
Asi_110,43.88,145.6,tree,TRW,1585,2000,  1,cook2010asian,jacoby2011asiaDataCitation,yes
Asi_111,30.33,130.5,tree,TRW,1,1999,  1,cook2012tree,kimura2013asiaDataCitation,yes
Asi_112,44.35,142.18,tree,TRW,1575,1999,  1,k1997tree,yasue2013asiaDataCitation,yes
Asi_113,43.22,145.47,tree,TRW,1511,1998,  1,cook2012tree,yasue2013asiaDataCitation,yes
Asi_114,35.73,138.22,tree,TRW,1540,2001,  1,cook2012tree,yasue2013asiaDataCitation,yes
Asi_115,43.5,143.2,tree,TRW,1487,1997,  1,cook2012tree,yasue2013asiaDataCitation,yes
Asi_116,44.95,142.12,tree,TRW,1500,1991,  1,k1997tree,yasue2013asiaDataCitation,yes
Asi_117,30.37,130.53,tree,TRW,1080,2005,  1,cook2012tree,yasue2013asiaDataCitation,yes
Asi_118,30.37,130.53,tree,TRW,1080,2002,  1,cook2012tree,yasue2013asiaDataCitation,yes
Asi_119,30.33,130.45,tree,TRW,1141,2005,  1,cook2012tree,yasue2013asiaDataCitation,yes
Asi_120,33.73,133.12,tree,TRW,1600,2001,  1,cook2012tree,sano2013asiaDataCitation,yes
Asi_121,40.17,72.58,tree,TRW,1346,1995,  1,esper2007uniform,esper2010asiaDataCitation,yes
Asi_122,40.17,72.58,tree,TRW,1591,1995,  1,esper2006uniform,esper2010asiaDataCitation,yes
Asi_123,40.17,72.58,tree,TRW,1378,1995,  1,esper2006uniform,esper2010asiaDataCitation,yes
Asi_124,40.17,72.58,tree,TRW,1316,1995,  1,esper2006uniform,esper2010asiaDataCitation,yes
Asi_125,40.17,72.58,tree,TRW,1157,1995,  1,esper2007uniform,esper2010asiaDataCitation,yes
Asi_126,40.2,72.58,tree,TRW,1420,1995,  1,cook2012tree,shiyatov2013asiaDataCitation,yes
Asi_127,39.92,71.47,tree,TRW,1019,1995,  1,cook2012tree,shiyatov2013asiaDataCitation,yes
Asi_128,40.17,72.62,tree,TRW,1427,1995,  1,cook2012tree,shiyatov2013asiaDataCitation,yes
Asi_129,39.83,71.5,tree,TRW,694,1995,  1,shiyatovxjtcjtDataCitation,shiyatov2013asiaDataCitation,yes
Asi_130,39.83,71.5,tree,TRW,870,1995,  1,cook2012tree,pages2013asiaDataCitation,yes
Asi_131,40.17,72.58,tree,TRW,1340,1995,  1,cook2012tree,pages2013asiaDataCitation,yes
Asi_132,39.83,71.5,tree,TRW,1340,1995,  1,cook2012tree,pages2013asiaDataCitation,yes
Asi_133,55,160.5,tree,TRW,1580,2001,  1,m2009tree,sano2013asiaDataCitation,yes
Asi_134,43.35,77.35,tree,TRW,1570,2001,  1,panyushkina2010first,solomina2013asiaDataCitation,yes
Asi_135,42.2,79.05,tree,TRW,1450,2005,  1,cook2012tree,solomina2013asiaDataCitation,yes
Asi_136,42.15,79.47,tree,TRW,1301,2005,  1,cook2012tree,solomina2013asiaDataCitation,yes
Asi_137,42.42,78.97,tree,TRW,1551,2005,  1,cook2012tree,solomina2013asiaDataCitation,yes
Asi_138,42.15,79.45,tree,TRW,1528,2005,  1,cook2012tree,solomina2013asiaDataCitation,yes
Asi_139,48.6,88.37,tree,TRW,1469,2004,  1,cook2010asian,jacoby2011asiaDataCitation,yes
Asi_140,46.32,101.32,tree,TRW,1599,2001,  1,cook2010asian,jacoby2011asiaDataCitation,yes
Asi_141,49.97,91,tree,TRW,1350,2005,  1,cook2010asian,jacoby2011asiaDataCitation,yes
Asi_142,49.97,90.98,tree,TRW,1519,2005,  1,cook2010asian,jacoby2011asiaDataCitation,yes
Asi_143,47.1,90.97,tree,TRW,1375,2004,  1,cook2010asian,jacoby2011asiaDataCitation,yes
Asi_144,48.27,88.87,tree,TRW,1537,2005,  1,cook2010asian,jacoby2011asiaDataCitation,yes
Asi_145,48.35,107.47,tree,TRW,996,2002,  1,cook2010asian,jacoby2011asiaDataCitation,yes
Asi_146,49.37,94.88,tree,TRW,1550,1997,  1,cook2010asian,jacoby2011asiaDataCitation,yes
Asi_147,49.92,91.57,tree,TRW,1326,1998,  1,cook2012tree,jacoby2003asiaDataCitation,yes
Asi_148,48.17,99.87,tree,TRW,1340,2000,  1,cook2012tree,jacoby2003asiaDataCitation,yes
Asi_149,48.5,88.5,tree,TRW,1215,2004,  1,cook2010asian,jacoby2011asiaDataCitation,yes
Asi_150,48.7,88.8,tree,TRW,1565,2004,  1,cook2010asian,jacoby2011asiaDataCitation,yes
Asi_151,46.82,100.12,tree,TRW,1411,2002,  1,cook2010asian,jacoby2011asiaDataCitation,yes
Asi_152,47.77,107,tree,TRW,1506,1994,  1,cook2012tree,jacoby2003asiaDataCitation,yes
Asi_153,48.83,111.68,tree,TRW,1576,2001,  1,cook2010asian,jacoby2011asiaDataCitation,yes
Asi_154,49.87,91.43,tree,TRW,1249,1998,  1,cook2010asian,jacoby2011asiaDataCitation,yes
Asi_155,48.3,98.93,tree,TRW,46,1999,  1,cook2012tree,pages2013asiaDataCitation,yes
Asi_156,49.38,94.88,tree,TRW,1432,1998,  1,cook2010asian,jacoby2011asiaDataCitation,yes
Asi_157,47.27,100.03,tree,TRW,1363,1999,  1,cook2012tree,jacoby2003asiaDataCitation,yes
Asi_158,47.43,100.42,tree,TRW,1557,2002,  1,cook2012tree,jacoby2003asiaDataCitation,yes
Asi_159,49.7,91.55,tree,TRW,1570,1995,  1,cook2012tree,schweingruber2001asiaDataCitation,yes
Asi_160,48.98,103.22,tree,TRW,1511,2002,  1,davi2006extension,jacoby2003asiaDataCitation,yes
Asi_161,48.25,97.4,tree,TRW,1516,1998,  1,cook2010asian,jacoby2011asiaDataCitation,yes
Asi_162,47.78,107.5,tree,TRW,1582,1996,  1,davi2006extension,jacoby2003asiaDataCitation,yes
Asi_163,48.13,100.27,tree,TRW,1513,2001,  1,davi2006extension,jacoby2003asiaDataCitation,yes
Asi_164,46.52,100.95,tree,TRW,1340,2002,  1,cook2010asian,jacoby2011asiaDataCitation,yes
Asi_165,46.78,101.95,tree,TRW,1503,2009,  1,cook2012tree,pages2013asiaDataCitation,yes
Asi_166,47.95,107.45,tree,TRW,1590,2002,  1,cook2012tree,jacoby2003asiaDataCitation,yes
Asi_167,29.48,82.08,tree,TRW,1420,1997,  1,cook2012tree,krusic2002asiaDataCitation,yes
Asi_168,27.7,86.45,tree,TRW,1417,1998,  1,cook2012tree,krusic2002asiaDataCitation,yes
Asi_169,27.7,86.28,tree,TRW,1546,1998,  1,cook2012tree,krusic2002asiaDataCitation,yes
Asi_170,28.38,83.7,tree,TRW,1395,1997,  1,cook2012tree,krusic2002asiaDataCitation,yes
Asi_171,27.73,86.33,tree,TRW,1445,1998,  1,cook2012tree,krusic2002asiaDataCitation,yes
Asi_172,29.47,82.12,tree,TRW,1530,1997,  1,cook2012tree,krusic2002asiaDataCitation,yes
Asi_173,29.52,82.03,tree,TRW,1566,1997,  1,cook2012tree,krusic2002asiaDataCitation,yes
Asi_174,28.18,85.43,tree,TRW,1559,1994,  1,cook2012tree,krusic2002asiaDataCitation,yes
Asi_175,27.78,87.27,tree,TRW,856,1996,  1,cook2012tree,krusic2002asiaDataCitation,yes
Asi_176,27.67,87.2,tree,TRW,1546,1996,  1,cook2012tree,krusic2002asiaDataCitation,yes
Asi_177,27.73,87.2,tree,TRW,1509,1996,  1,cook2012tree,krusic2002asiaDataCitation,yes
Asi_178,28.77,83.73,tree,TRW,1303,1996,  1,cook2012tree,pages2013asiaDataCitation,yes
Asi_179,27.5,88.02,tree,TRW,1525,1999,  1,cook2012tree,krusic2002asiaDataCitation,yes
Asi_180,27.5,87.98,tree,TRW,1561,1999,  1,cook2012tree,krusic2002asiaDataCitation,yes
Asi_181,27.83,88.02,tree,TRW,1500,1999,  1,cook2010asian,krusic2002asiaDataCitation,yes
Asi_182,27.73,87.2,tree,TRW,1509,1999,  1,cook2012tree,pages2013asiaDataCitation,yes
Asi_183,35.17,75.5,tree,TRW,700,1993,  1,cook2012tree,pages2013asiaDataCitation,yes
Asi_184,35.33,74.8,tree,TRW,1505,2005,  1,cook2012tree,cook2013asiaDataCitation,yes
Asi_185,35.33,74.8,tree,TRW,1317,2005,  1,cook2012tree,cook2013asiaDataCitation,yes
Asi_186,36.03,74.58,tree,TRW,1593,1993,  1,esper2006uniform,esper2010asiaDataCitation,yes
Asi_187,36.03,74.58,tree,TRW,1369,1993,  1,esper2006uniform,esper2010asiaDataCitation,yes
Asi_188,36.03,74.58,tree,TRW,1438,1993,  1,esper2006uniform,esper2010asiaDataCitation,yes
Asi_189,36.03,74.58,tree,TRW,1240,1993,  1,esper2006uniform,esper2010asiaDataCitation,yes
Asi_190,35.68,71.63,tree,TRW,1411,2006,  1,cook2012tree,cook2013asiaDataCitation,yes
Asi_191,35.68,71.63,tree,TRW,1403,2006,  1,cook2012tree,cook2013asiaDataCitation,yes
Asi_192,35.9,71.73,tree,TRW,1537,2006,  1,cook2012tree,cook2013asiaDataCitation,yes
Asi_193,35.9,71.73,tree,TRW,1260,2006,  1,cook2012tree,cook2013asiaDataCitation,yes
Asi_194,35.03,74.58,tree,TRW,1394,2005,  1,cook2012tree,cook2013asiaDataCitation,yes
Asi_195,36.33,74.03,tree,TRW,1032,1993,  1,esper2006uniform,esper2010asiaDataCitation,yes
Asi_196,36.33,74.03,tree,TRW,1141,1993,  1,esper2006uniform,esper2010asiaDataCitation,yes
Asi_197,35.45,74.78,tree,TRW,1290,2007,  1,cook2012tree,cook2013asiaDataCitation,yes
Asi_198,35.35,71.93,tree,TRW,1511,2006,  1,cook2012tree,cook2013asiaDataCitation,yes
Asi_199,35.4,74.12,tree,TRW,1559,2007,  1,cook2012tree,cook2013asiaDataCitation,yes
Asi_200,35.83,74.33,tree,TRW,1523,2008,  1,cook2012tree,cook2013asiaDataCitation,yes
Asi_201,35.88,74.18,tree,TRW,1574,2008,  1,cook2012tree,cook2013asiaDataCitation,yes
Asi_202,36.58,75.08,tree,TRW,476,1990,  1,esper2006uniform,esper2010asiaDataCitation,yes
Asi_203,36.58,75.08,tree,TRW,968,1990,  1,esper2006uniform,esper2010asiaDataCitation,yes
Asi_204,36.58,75.08,tree,TRW,554,1990,  1,esper2006uniform,esper2010asiaDataCitation,yes
Asi_205,36.58,75.08,tree,TRW,1069,1990,  1,esper2006uniform,esper2010asiaDataCitation,yes
Asi_206,35.5,74.08,tree,TRW,1296,2007,  1,cook2012tree,cook2013asiaDataCitation,yes
Asi_207,35.5,74.75,tree,TRW,1362,2007,  1,cook2012tree,cook2013asiaDataCitation,yes
Asi_208,36.15,74.18,tree,TRW,1497,2009,  1,cook2012tree,cook2013asiaDataCitation,yes
Asi_209,36.15,74.18,tree,TRW,1387,2005,  1,cook2012tree,cook2013asiaDataCitation,yes
Asi_210,35.17,75.5,tree,TRW,1412,1993,  1,esper2006uniform,esper2010asiaDataCitation,yes
Asi_211,35.17,75.5,tree,TRW,736,1993,  1,esper2006uniform,esper2010asiaDataCitation,yes
Asi_212,35.17,75.5,tree,TRW,388,1993,  1,esper2006uniform,esper2010asiaDataCitation,yes
Asi_213,35,70.78,tree,TRW,1569,2007,  1,cook2012tree,cook2013asiaDataCitation,yes
Asi_214,35.35,71.8,tree,TRW,1472,2005,  1,ahmed2011the,cook2013asiaDataCitation,yes
Asi_215,35.88,74.88,tree,TRW,1467,2009,  1,cook2012tree,pages2013asiaDataCitation,yes
Asi_216,51.83,143.13,tree,TRW,1570,2003,  1,cook2012tree,pages2013asiaDataCitation,yes
Asi_217,31.95,98.87,tree,TRW,1519,1996,  1,cook2012tree,brauning2013asiaDataCitation,yes
Asi_218,31.12,97.03,tree,TRW,1406,1994,  1,cook2012tree,brauning2013asiaDataCitation,yes
Asi_219,31.23,96.48,tree,TRW,1547,1994,  1,cook2012tree,brauning2013asiaDataCitation,yes
Asi_220,29.3,91.97,tree,TRW,1217,1998,  1,cook2012tree,brauning2013asiaDataCitation,yes
Asi_221,31.12,97.03,tree,TRW,449,2004,  1,cook2012tree,brauning2013asiaDataCitation,yes
Asi_222,29.07,93.95,tree,TRW,1047,1993,  1,cook2012tree,brauning2013asiaDataCitation,yes
Asi_223,29.62,94.67,tree,TRW,1568,1993,  1,cook2012tree,brauning2013asiaDataCitation,yes
Asi_224,30.3,91.52,tree,TRW,1080,1998,  1,cook2012tree,brauning2013asiaDataCitation,yes
Asi_225,29.35,92,tree,TRW,1285,2008,  1,cook2012tree,pages2013asiaDataCitation,yes
Asi_226,19.28,98.93,tree,TRW,1558,2005,  1,cook2010asian,buckley2011asiaDataCitation,yes
Asi_227,24.53,121.38,tree,TRW,907,2007,  1,cook2010asian,wright2011asiaDataCitation,yes
Asi_228,21.67,104.1,tree,TRW,1470,2004,  1,sano2008tree,,yes
Asi_229,12.22,108.73,tree,TRW,1030,2008,  1,buckley2010climate,buckley2010asiaDataCitation,yes
Asi_230,29,113,documents,historic,1470,1990, 10,wang1998climate,wangasiaDataCitation,yes
Asi_231,42.17,126.36,lake sediment,alkenone,392,2002, 19,chu2011seasonal,chuasiaDataCitation,yes
Asi_232,28.38,85.72,glacier ice,d18O,1450,1996,  1,thompson2000a,thompson2000asiaDataCitation,yes
Asi_233,50.5,49.0714,documents,historic,1470,1970, 10,wang1990reconstruction,wangasiaDataCitation,yes
Asi_234,34,120,documents,historic,1380,1990, 10,wang1998climate,wangasiaDataCitation,yes
Asi_235,24,121,documents,historic,1500,1960, 10,wang1998climate,wangasiaDataCitation,yes
Asi_236,23.16,113.23,documents,historic,1470,1940, 10,zheng1982climate,zhengasiaDataCitation,yes
Asi_237,23.5,112.5,documents,historic,1470,1960, 10,zhang1980winter,zhangasiaDataCitation,yes
Asi_238,35.28,81.48,glacier ice,d18O,5,1985, 10,thompson1997tropical,thompson1997asiaDataCitation,yes
Asi_239,28,116.5,documents,historic,1470,1960, 10,zhang1980winter,zhangasiaDataCitation,yes
Asi_240,43.955,145.725,hybrid,hybrid,1585,2000,  1,demezhko2009ground,demezhkoasiaDataCitation,yes
Asi_241,32.1,118.8,documents,historic,1470,1960, 10,zhang1980winter,zhangasiaDataCitation,yes
Asi_242,30.5,114.5,documents,historic,1470,1960, 10,zhang1980winter,zhangasiaDataCitation,yes
Asi_243,33.9167,89.0833,glacier ice,d18O,5,1995, 10,thompson2006holocene,thompson2006asiaDataCitation,yes
Asi_244,55,59.5,borehole,borehole,800,1950, 50,demezhko2007climatic,demezhkoasiaDataCitation,no
Asi_245,23,114,documents,historic,1500,1960, 10,wang1998climate,wangasiaDataCitation,yes
Asi_246,25,118,documents,historic,1470,1960, 10,zhang1980winter,zhangasiaDataCitation,yes
Aus_001,-41.83,145.53,tree,TRW,-494,2001,  1,cook2006millennia,cook2002ausDataCitation,yes
Aus_002,-43.23,170.28,tree,TRW,900,1999,  1,cook2002a,cook2013ausDataCitation,yes
Aus_004,-41.31,147.75,tree,TRW,1430,1994,  1,allen2001the,allen2013ausDataCitation,yes
Aus_005,-43,171,tree,TRW,1457,1999,  1,duncan2010non,duncan2013ausDataCitation,yes
Aus_007,-42.27,145.87,tree,TRW,1463,1991,  1,buckley1997a,buckley2013ausDataCitation,yes
Aus_009,-41.67,145.65,tree,TRW,1547,1998,  1,allen2001the,allen2013ausDataCitation,yes
Aus_029,-43.3646,146.8748,lake sediment,reflectance,1140,2001,  2,saunders2013a,saunders2016ausDataCitation,yes
Aus_030,-47,167.8,tree,TRW,1758,1993,  1,darrigo1996temperature,d2013ausDataCitation,yes
Aus_031,-40.07,175.98,tree,TRW,1530,1992,  1,xiong2000reconstruction,xiong1997ausDataCitation,yes
Eur_003,68,25,tree,MXD,-138,2006,  1,esper2012orbital,esper2012eurDataCitation,yes
Eur_004,49,20,tree,TRW,1040,2011,  1,buntgen2013filling,buntgen2013eurDataCitation,yes
